date,content,reliability,clean_content
2020-03-26, Image of a mother unable to feed her suckling as she battles COVID-19.		,0,imag mother unabl feed suckl battl covid
2020-03-26, Demon creature flying above a church in Italy.		,0,demon creatur fli church itali
2020-03-26," A video of a policeman taking down a man wandering during a ""lockdown in Italy.""Â		",0,a video policeman take man wander lockdown itali â
2020-03-26, A drug for coronavirus has been found.		,0,a drug coronaviru found
2020-03-26, 1 out of 3 people who died from coronavirus in Spain lived in a nursing home.		,0,1 3 peopl die coronaviru spain live nurs home
2020-03-26, Chinese doctors recommended in Italy to sing on the balconies for the new coronavirus.		,0,chines doctor recommend itali sing balconi new coronaviru
2020-03-26," The WHO has decreed the ""suspension of any and all medical activities.""Â		",0,the who decre suspens medic activ â
2020-03-27, An emergency department closed in a Spanish hospital.		,0,an emerg depart close spanish hospit
2020-03-27, An online survey to self-assess coronavirus symptoms.		,0,an onlin survey self ass coronaviru symptom
2020-03-27, Biden claims that Trump did not try to get medical experts into China.		,0,biden claim trump tri get medic expert china
2020-03-27, Coronavirus has been found in crab legs.		,0,coronaviru found crab leg
2020-03-27," ""They're furloughing nurses in hospitals in western New York state.""Â		",0,they furlough nurs hospit western new york state â
2020-03-27, Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.		,0,whether countri high rate childhood vaccin hit hardest coronaviru
2020-03-27, NY banned cigarette sales because of the coronavirus.		,0,ny ban cigarett sale coronaviru
2020-03-28," ""Queen Elizabeth tests positive for COVID-19.""Â		",0,queen elizabeth test posit covid â
2020-03-28, Whether CDC had scheduled announcement that all should wear masks for everyday life.		,0,whether cdc schedul announc wear mask everyday life
2020-03-28, If Florida banned alcohol sales due to coronavirus.		,0,if florida ban alcohol sale due coronaviru
2020-03-29, Spanish authorities are not arresting people who attend mass.		,0,spanish author arrest peopl attend mass
2020-03-29," CEOs got advance notice of COVID, then resigned to dump stock.		",0,ceo got advanc notic covid resign dump stock
2020-03-30, Ukraine lost a visa-free regime due to the coronavirus pandemic.		,0,ukrain lost visa free regim due coronaviru pandem
2020-03-30," ""We inherited a broken test""Â for COVID-19.		",0,we inherit broken test â covid
2020-03-30, Big Pharma is behind COVID-19 deaths.		,0,big pharma behind covid death
2020-03-30, Whether microwaving face masks sanitizes them.		,0,whether microwav face mask sanit
2020-03-31, The Houseparty app has been hacked.		,0,the houseparti app hack
2020-03-31, Says there's an 800 number you can call to track the status of your stimulus check.		,0,say number call track statu stimulu check
2020-04-01, Video of empty hospitals is proof that the pandemic is not real.		,0,video empti hospit proof pandem real
2020-04-01, Italians bidding goodbye to the world because of coronavirus.		,0,italian bid goodby world coronaviru
2020-04-02, Beware of food delivery apps in India as they blow into the food before packaging it.		,0,bewar food deliveri app india blow food packag
2020-04-02, Ansa news has reported that former ECB Governor Mario Draghi will lead the Italian task-force against COVID-19.		,0,ansa news report former ecb governor mario draghi lead italian task forc covid
2020-04-02," If Russian people do not obey mandatory isolation, they are imprisoned for five years.		",0,if russian peopl obey mandatori isol imprison five year
2020-04-02, COVID-19 is safe for a healthy population. Medical facilities are overloaded due to panic.		,0,covid safe healthi popul medic facil overload due panic
2020-04-02, McDonald's is reopening in the UK from Monday 6 April.		,0,mcdonald reopen uk monday 6 april
2020-04-02, The new Nightingale Hospital in London wants people to post it home-made art to brighten up the walls.		,0,the new nightingal hospit london want peopl post home made art brighten wall
2020-04-02, Walmart is adopting a staggered schedule due to the coronavirus.		,0,walmart adopt stagger schedul due coronaviru
2020-04-02," Only certain face masks are effective and others, such as cloth masks, are not.		",0,onli certain face mask effect other cloth mask
2020-04-03, Coronavirus is also spread through newspapers.		,0,coronaviru also spread newspap
2020-04-03," In view of the COVID-19 pandemic, the Indian government has extended the financial year from April 1 to July 1.		",0,in view covid pandem indian govern extend financi year april 1 juli 1
2020-04-03, Bitcoin ads that use familiar faces to scam people.		,0,bitcoin ad use familiar face scam peopl
2020-04-03," ""We've got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.""Â		",0,we got give american public rough estim long think go take base mostli south korean model seem trajectori thank italian model â
2020-04-03," ""The Chinese Communist Party is using Zoom as a way to spy on our citizens.""Â		",0,the chines communist parti use zoom way spi citizen â
2020-04-03," Says a study projects Wisconsin's coronavirus cases will peak on April 26, 2020.		",0,say studi project wisconsin coronaviru case peak april
2020-04-03," ""Joe Exotic tests positive for coronavirus in prison. It's been confirmed.""Â		",0,joe exot test posit coronaviru prison it confirm â
2020-04-04," Portugal has officially announced the death of a 14-year-old boy from COVID-19, although he is an athlete and has had no health problems.		",0,portug offici announc death year old boy covid although athlet health problem
2020-04-04, Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.		,0,suggest trump urg sick peopl get vote covid pandem
2020-04-05, A decree that allows euthanasia in dependant senior homes has been passed in France.		,0,a decre allow euthanasia depend senior home pass franc
2020-04-05," The contact ban is only for Germans, muslims can still gather and don't have to pay fines in Germany.		",0,the contact ban german muslim still gather pay fine germani
2020-04-05," A statement by Salvador Illa, Minister of Health of Spain, where he affirms that the WHO changed the position on the use of masks.		",0,a statement salvador illa minist health spain affirm who chang posit use mask
2020-04-06, France forces patients of dual nationality to leave its hospitals to be able to treat the French during the COVID-19 outbreak.		,0,franc forc patient dual nation leav hospit abl treat french covid outbreak
2020-04-06, A man in Italy killed himself after he lost his family to the coronavirus.		,0,a man itali kill lost famili coronaviru
2020-04-06," In India, the Congress President's approval is required to use funds from PMNRF.		",0,in india congress presid approv requir use fund pmnrf
2020-04-06," Owing to India lighting diyas on April 5, a satellite captured India as illuminated while the world was in darkness.		",0,owe india light diya april 5 satellit captur india illumin world dark
2020-04-07," This video reveals the manipulation behind COVID-19 pandemics, in order to install a dictatorship order.		",0,thi video reveal manipul behind covid pandem order instal dictatorship order
2020-04-07, Claim that the Polish government is planning to cut on family benefits due to coronavirus.		,0,claim polish govern plan cut famili benefit due coronaviru
2020-04-07, Coronavirus can be spread to animals.		,0,coronaviru spread anim
2020-04-07, Coronavirus can be spread between people and animals.		,0,coronaviru spread peopl anim
2020-04-07, 2 nurses who were in ITU in Swansea have died today. 3 more still ventilated. All from the same unit.		,0,2 nurs itu swansea die today 3 still ventil all unit
2020-04-07, Steam from boiling oranges kills COVID-19.		,0,steam boil orang kill covid
2020-04-07, Coronavirus will be exterminated if lockdowns are lifted.		,0,coronaviru extermin lockdown lift
2020-04-08, Indian government deploying the army in Telangana to curb the coronavirus situation		,0,indian govern deploy armi telangana curb coronaviru situat
2020-04-09, Boris Johnson shopping in England in the time of coronavirus.		,0,bori johnson shop england time coronaviru
2020-04-09," A video of a white car ramming several police cars in Errenteria (Guipuzkoa), Spain.		",0,a video white car ram sever polic car errenteria guipuzkoa spain
2020-04-10, 80% of COVID-19 patients die due to mechanical ventilators.		,0,covid patient die due mechan ventil
2020-04-11, The measles-mumps-rubella vaccine reduces the severity of Covid-19.		,0,the measl mump rubella vaccin reduc sever covid
2020-04-11, 5G is the real cause of the epidemic.		,0,5g real caus epidem
2020-04-11," ""The COVID-19 future vaccine will come with the ID?  a mark. The ID tells everyone you are free of COVID.""Â		",0,the covid futur vaccin come id mark the id tell everyon free covid â
2020-04-12, WHO wants to enter citizens' homes and forcefully deport their children.		,0,who want enter citizen home forc deport child
2020-04-12, A video of the British Prime Minister while shopping from an Arab store after he was struck by COVID-19.		,0,a video british prime minist shop arab store struck covid
2020-04-12," The US $1,200 coronavirus relief checks this year are ""just an advance on your next tax return. ... Next year, you're automatically going to owe $1,200 come tax season.""Â		",0,the us 1 coronaviru relief check year advanc next tax return next year automat go owe 1 come tax season â
2020-04-13, The government takes the opportunity of the epidemy to discreetly develop 5G in France.		,0,the govern take opportun epidemi discreetli develop 5g franc
2020-04-13, COVID-19 case in Bettiah Jail.		,0,covid case bettiah jail
2020-04-13," ""The president looks like he was ahead of the curve - as you know, he talks about this all the time - on shutting down travel from China.""Â		",0,the presid look like ahead curv know talk time shut travel china â
2020-04-14," Numerous countries postponed the re-opening of schools to September 2020, and therefore French decision to re-open them on May 11 is worrying		",0,numer countri postpon open school septemb therefor french decis open may worri
2020-04-14, Lockdown in South Africa has collapsed. People are out on the streets because due to hunger.		,0,lockdown south africa collaps peopl street due hunger
2020-04-15, Packages from China may be infected.		,0,packag china may infect
2020-04-15, All Indians living in the USA on H1-B visa will be deported back to India in 60 days.		,0,all indian live usa h1 b visa deport back india day
2020-04-15, Anti-bacterial mouthwash which has been watered down is an effective substitute for hand sanitiser		,0,anti bacteri mouthwash water effect substitut hand sanitis
2020-04-15, Anyone in Manchester with blood group O negative should go to the Royal Infirmary as they have run out of blood.		,0,anyon manchest blood group o neg go royal infirmari run blood
2020-04-15, COVID-19 is sparing essential workers.		,0,covid spare essenti worker
2020-04-16," The epidemic is stopping in Marseille, one of the French largest cities.		",0,the epidem stop marseil one french largest citi
2020-04-16, Central government rejects Kerala government's appeal to dispatch planes to retrieve Indian expats stuck in Gulf countries.		,0,central govern reject kerala govern appeal dispatch plane retriev indian expat stuck gulf countri
2020-04-16," Due to COVID-19 outbreak, UPSC has cancelled examinations in India.		",0,due covid outbreak upsc cancel examin india
2020-04-16," Says Democrats are on vacation until May 4 and ""refuse to come back""Â to sign a bill to help small businesses.		",0,say democrat vacat may 4 refus come back â sign bill help small busi
2020-04-17, Image of Gulbarga car festival held during lockdown this year.		,0,imag gulbarga car festiv held lockdown year
2020-04-17, Indian Police mistreating positive coronavirus patients.		,0,indian polic mistreat posit coronaviru patient
2020-04-18," Indian Union State Minister for External Affair, V. Muraleedharan says, ""if the expatriates return, they will threaten the lives of resident Indians.""Â		",0,indian union state minist extern affair v muraleedharan say expatri return threaten life resid indian â
2020-04-19, New York schools add a COVID-19 vaccine to the mandatory school schedule.		,0,new york school add covid vaccin mandatori school schedul
2020-04-20," ""Hundreds and hundreds of labs are ready, willing, and able.""Â		",0,hundr hundr lab readi will abl â
2020-04-20," 42 Democratic senators, plus two Independents, voted against sending direct payments to Americans as part of the coronavirus economic stimulus package.		",0,democrat senat plu two independ vote send direct payment american part coronaviru econom stimulu packag
2020-04-21, Russia forgave a 20 billion dollar debt from some African countries due to the coronavirus crisis.		,0,russia forgav billion dollar debt african countri due coronaviru crisi
2020-04-21, Currency spread on the roads to spread coronavirus.		,0,currenc spread road spread coronaviru
2020-04-21," COVID-19 patinet in Kanpur, India left outside the hopsital without any treatment.		",0,covid patinet kanpur india left outsid hopsit without treatment
2020-04-21, Two cyclists from Cordoba skip the quarantine.		,0,two cyclist cordoba skip quarantin
2020-04-21," A chess tournament was held in Kalush, Ukraine during the quarantine.		",0,a chess tournament held kalush ukrain quarantin
2020-04-22, Physical exercise reduces the infection risk by 50%.		,0,physic exercis reduc infect risk
2020-04-22, You should wear the colored side of the mask on the outside when you are sick and the white side on the outside when you are healthy.		,0,you wear color side mask outsid sick white side outsid healthi
2020-04-22," This video shows fishes overflowing out of the water in Goa, India because the fishery business has been halted due to the lockdown.		",0,thi video show fish overflow water goa india fisheri busi halt due lockdown
2020-04-22, A ban on Chinese citizens going to markets in Australia.		,0,a ban chines citizen go market australia
2020-04-22," ""People defying stay-at-home order fill Arizona beaches.""Â		",0,peopl defi stay home order fill arizona beach â
2020-04-23, Serbia has enough coronavirus tests.		,0,serbia enough coronaviru test
2020-04-23, The April 22 jump in COVID-19 cases in the United States was related to the election.		,0,the april jump covid case unit state relat elect
2020-04-24," ""Half the workforce in the country may have just been idled""Â by coronavirus.		",0,half workforc countri may idl â coronaviru
2020-04-24," ""We've still had more deaths to the flu this year than we've had COVID-19.""Â		",0,we still death flu year covid â
2020-04-25, Use of hydroxycholoroquine is restricted to military hospitals in France.		,0,use hydroxycholoroquin restrict militari hospit franc
2020-04-26, The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world's largest 10 cities.		,0,the rate coronaviru relat death report new york citi time higher death rate world largest citi
2020-04-27, There is a link between Covid-19 and the Kawasaki disease.		,0,there link covid kawasaki diseas
2020-04-27, Spanish and French masks prices are comparable.		,0,spanish french mask price compar
2020-04-27, COVID-19 is a big pharma fraud and a treatment has existed for years now (stem cell therapy).		,0,covid big pharma fraud treatment exist year stem cell therapi
2020-04-27, Images of families breaching the safety distances related to the coronavirus this April 26 in Spain.		,0,imag famili breach safeti distanc relat coronaviru april spain
2020-04-27, McDonald's is reopening in the UK from Monday 27 April.		,0,mcdonald reopen uk monday april
2020-04-27," Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.		",0,hospit unit state get paid patient die flu covid
2020-04-28," Pragya Kathua, a comedian from Odia, has died.		",0,pragya kathua comedian odia die
2020-04-28, An official government announcement details how COVID-19 restrictions will be eased in Ireland from early May.		,0,an offici govern announc detail covid restrict eas ireland earli may
2020-04-29," Georgia Gov. Brian Kemp ""mandates restaurants reopen""Â.		",0,georgia gov brian kemp mandat restaur reopen â
2020-04-30, WHO's stance on coronavirus is changing and now supports the Swedish opening policies.		,0,who stanc coronaviru chang support swedish open polici
2020-05-01," Kentucky teachers will conduct in-home ""bedroom inspections""Â during the week of April 27 for their kindergarten through eighth grade students.		",0,kentucki teacher conduct home bedroom inspect â week april kindergarten eighth grade student
2020-05-01," ""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""Â		",0,covid case state illinoi come chicago â
2020-05-02, Golf courses are reopening in Ireland on 2nd May.		,0,golf cours reopen ireland 2nd may
2020-05-02, New WHO guidelines recommend encouraging children under four to masturbate.		,0,new who guidelin recommend encourag child four masturb
2020-05-02, Liechtenstein introduces mandatory biometric bracelets to track COVID-19 pandemic.		,0,liechtenstein introduc mandatori biometr bracelet track covid pandem
2020-05-02," Gas is under $1 in 13 states, but $2.27 in Pennsylvania, because of the governor.		",0,ga 1 state 2 pennsylvania governor
2020-05-03, 5 millions euros were unlocked in order to save Cannes film festival canceled due to COVID-19.		,0,5 million euro unlock order save cann film festiv cancel due covid
2020-05-03,"Trump: Medically, we had empty cupboards. The cupboards  I say, the cupboards were empty.",0,trump medic empti cupboard the cupboard i say cupboard empti
2020-05-03," Regarding the risks of coronavirus transmission on an airplane, ""It's as safe as an environment as you're going to find.""Â		",0,regard risk coronaviru transmiss airplan it safe environ go find â
2020-05-04, Trump campaign video suggesting Trump's travel restrictions on China saved 2 million lives.		,0,trump campaign video suggest trump travel restrict china save 2 million life
2020-05-05, US Defense Secretary Mark Esper let slip that 5G could be destructive and it has something to do with pandemic.		,0,us defens secretari mark esper let slip 5g could destruct someth pandem
2020-05-05, The British Army is setting up a military camp at the site of a former infamous prison in Northern Ireland as part of the effort to fight coronavirus.		,0,the british armi set militari camp site former infam prison northern ireland part effort fight coronaviru
2020-05-05," ""Trump bailed out Wall Street, but not Main Street.""Â		",0,trump bail wall street main street â
2020-05-05," Models projecting COVID-19 deaths ""are talking about without mitigation.""Â		",0,model project covid death talk without mitig â
2020-05-06, More than half the people in Flanders have no faith in government communication on the coronavirus crisis.		,0,more half peopl flander faith govern commun coronaviru crisi
2020-05-06," $3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""Â		",0,3 trillion feder coronaviru stimulu packag borrow basic china â
2020-05-07," ""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren't related to this crisis.""Â		",0,state like new york illinoi california vocal demand fund bail pension system fail long covid outbreak program relat crisi â
2020-05-07," ""Since the reopening of (the state of Georgia), we've seen our COVID rate skyrocket by 40%.""Â		",0,sinc reopen state georgia seen covid rate skyrocket â
2020-05-08, Mass SARS-Cov-2 testing does more harm than good.		,0,mass sar cov 2 test harm good
2020-05-11, Coronavirus outbreak is due to 5G.		,0,coronaviru outbreak due 5g
2020-05-11," ""Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.""Â		",0,germani unit state two best death per peopl frankli perhap import number â
2020-05-13," Minister of finance praises Latvia's COVID-19 state support for private business, saying that because of that the unemployment rate has risen much less than in the neighboring countries.		",0,minist financ prais latvia covid state support privat busi say unemploy rate risen much le neighbor countri
2020-05-13," If COVID-19 was a serious illness, it would have wiped out the homeless population in the U.S.		",0,if covid seriou ill would wipe homeless popul u s
2020-05-14, All employees of PNB Loni branch found coronavirus positive.		,0,all employe pnb loni branch found coronaviru posit
2020-05-14, The Spanish Police acts to sanction citizens on the street for carrying a Spanish flag or for protesting against the Government with a saucepan.		,0,the spanish polic act sanction citizen street carri spanish flag protest govern saucepan
2020-05-14, Research proves that commercial mouthwash could protect against COVID-19.		,0,research prof commerci mouthwash could protect covid
2020-05-15, Leader of Polish ruling party PiS Jaroslaw Kaczynski is planning to legalize marijuana due to coronavirus economic crisis.		,0,leader polish rule parti pi jaroslaw kaczynski plan legal marijuana due coronaviru econom crisi
2020-05-18," Texas and Florida have a ""balanced budget""Â while California is ""in debt $54 billion and New York is ""in debt $6.1 billion.""Â		",0,texa florida balanc budget â california debt billion new york debt 6 1 billion â
2020-05-18," ""While California is dying ... Gavin (Newsom) is vacationing in Stevensville, MT!""Â		",0,while california die gavin newsom vacat stevensvil mt â
2020-05-19, The survival rate for COVID-19 is 98.54% in the UK.		,0,the surviv rate covid uk
2020-05-20, The first test results for the Moderna vaccine are disappointing.		,0,the first test result moderna vaccin disappoint
2020-05-22, Sloth bear seen in a house garden in Sri Lanka during the COVID-19 lockdown.		,0,sloth bear seen hous garden sri lanka covid lockdown
2020-05-26," Says the state ""health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.""Â		",0,say state health secretari say go hospit clinic tourism secretari say recreat â
2020-05-29," An article states that Moderna found a vaccine for Covid-19, and it will produce a billion doses by December.		",0,an articl state moderna found vaccin covid produc billion do decemb
2020-06-01, COVID-19 is not new and an old textbook gives out its treatment.		,0,covid new old textbook give treatment
2020-06-07, Nanochips were found in COVID-19 vaccines.		,0,nanochip found covid vaccin
2020-06-08, Healthcare workers in this video turn their backs when the WHO director appears		,0,healthcar worker video turn back who director appear
2020-06-13, Facebook is using your pictures and posts in lawsuits against it amid COVID-19 pandemic.		,0,facebook use pictur post lawsuit amid covid pandem
2020-06-14," ""George Floyd's 'murder' filmed before COVID-19.""Â		",0,georg floyd murder film covid â
2020-06-15, The vaccine is not the final solution against the novel coronavirus.		,0,the vaccin final solut novel coronaviru
2020-06-15," News stories referencing the number ""322""Â and COVID-19 are proof cases tolls are being ""synchronized""Â.		",0,new stori referenc number â covid proof case toll synchron â
2020-06-16, Facebook is using your pictures and posts in lawsuits against the company amid the COVID-19 pandemic.		,0,facebook use pictur post lawsuit compani amid covid pandem
2020-06-17, This video of the Eiffel Tower shows a tribute to victims of Covid-19.		,0,thi video eiffel tower show tribut victim covid
